0.10946863763483836,-0.9011852443734188,0.1536822479691039,-0.9122386469569852,0.2531628712212014,-0.9122386469569852,0.5737115461446266,-0.9122386469569852,0.7063523771474233,-0.9122386469569852,0.8389932081502199,-0.9011852443734188,0.8389932081502199,-0.9011852443734188,0.8389932081502199,-0.9011852443734188,0.8389932081502199,-0.9011852443734188,0.8389932081502199,-0.9011852443734188,0.44107071514183,0.8231455586629377,0.44107071514183,0.8231455586629377,0.44107071514183,0.8231455586629377,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042,0.44107071514183,0.8341989612465042	0,0,0,0,1
0.8894693428649986,-0.9999999999999999,0.8894693428649986,-0.9999999999999999,0.8894693428649986,-0.9999999999999999,0.8894693428649986,-0.9999999999999999,0.8682980478416277,-0.8729722298597745,0.8259554577948858,-0.7882870497662908,0.7624415727247731,-0.6400879846026944,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891,0.995325817981853,0.6090184217761891	1,0,0,0,0
-0.6821475625823452,0.11133069828722,-0.6946640316205535,0.2865612648221344,-0.6946640316205535,0.4993412384716733,-0.6946640316205535,0.7621870882740448,-0.6946640316205535,1.0,-0.6946640316205535,1.0,-0.6946640316205535,1.0,-0.6946640316205535,1.0,-0.6946640316205535,1.0,0.34420289855072467,0.4868247694334651,0.34420289855072467,0.4868247694334651,0.34420289855072467,0.4868247694334651,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406,0.4568511198945982,0.4492753623188406	0,1,0,0,0
-0.09373227453204734,-0.5649461145774248,-0.09373227453204734,-0.5649461145774248,-0.09373227453204734,-0.5649461145774248,-0.09373227453204734,-0.5649461145774248,-0.09373227453204734,-0.5649461145774248,-0.09373227453204734,-0.48922291548496877,0.1712989222915488,-0.2620533182076007,0.1586783891094728,-0.23681225184344865,0.600397050482133,-0.41349971639251276,0.600397050482133,-0.41349971639251276,0.600397050482133,-0.41349971639251276,0.600397050482133,-0.41349971639251276,0.600397050482133,-0.41349971639251276,0.600397050482133,-0.41349971639251276,0.638258650028361,-0.4387407827566648,0.638258650028361,-0.4387407827566648,0.638258650028361,-0.4387407827566648,0.638258650028361,-0.4387407827566648,-0.3209018718094155,0.7223482699943279,-0.3209018718094155,0.7223482699943279	0,0,1,0,0
0.2815750371471025,-0.9749876176324914,0.35661218424962854,-1.0,0.4441555225359089,-1.0,0.6567607726597327,-1.0,0.8818722139673106,-0.962481426448737,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.9444031698860824,-0.9374690440812283,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353,0.1690193164933135,0.6883358098068353	0,0,0,1,0
-0.29549248747913187,-0.9773535602816288,-0.24265079480293242,-0.992451186760543,-0.1822602888872759,-1.0,0.01400885533860779,-1.0,0.20272918632503442,-1.0,0.40654714379037515,-1.0,0.40654714379037515,-1.0,0.40654714379037515,-1.0,0.1800827466066632,-0.1620817304202658,0.1800827466066632,-0.1620817304202658,0.49713290266385995,0.630543659722726,0.49713290266385995,0.630543659722726,0.49713290266385995,0.630543659722726,0.49713290266385995,0.630543659722726,0.49713290266385995,0.6380924729621831,0.49713290266385995,0.6380924729621831,0.49713290266385995,0.6380924729621831,0.49713290266385995,0.6380924729621831,0.49713290266385995,0.6380924729621831,0.49713290266385995,0.6380924729621831	0,0,0,0,1
-0.4038837874454313,-0.6525666114707209,-0.28466054493451753,-0.6078578955291283,0.8479602589191629,-0.5482462742736715,0.8479602589191629,-0.5482462742736715,0.8479602589191629,-0.5035375583320788,0.8479602589191629,-0.44392593707662187,0.7734457323498418,-0.32470269456570816,0.7734457323498418,-0.32470269456570816,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425,0.5648050579557428,0.39063676049977425	1,0,0,0,0
-0.88618771165941,0.4146105466860183,-0.88618771165941,0.4146105466860183,-0.88618771165941,0.494436381228834,-0.88618771165941,0.7738268021286889,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,-0.88618771165941,1.0,0.4309385582970487,0.2948717948717948,0.4309385582970487,0.2948717948717948,0.5107643928398644,0.2682631833575229,0.5107643928398644,0.2682631833575229,0.5107643928398644,0.2682631833575229,0.5107643928398644,0.2682631833575229,0.5107643928398644,0.2682631833575229,0.5107643928398644,0.2682631833575229	0,1,0,0,0
-0.3116883116883117,-0.39499239499239497,-0.3116883116883117,-0.39499239499239497,-0.3116883116883117,-0.39499239499239497,-0.3116883116883117,-0.39499239499239497,-0.3116883116883117,-0.39499239499239497,-0.025974025974025976,-0.09629109629109624,0.05194805194805195,-0.1482391482391482,0.05194805194805195,-0.1482391482391482,-0.2337662337662338,0.5140985140985141,-0.2337662337662338,0.5140985140985141,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356,0.9870129870129871,-0.356031356031356	0,0,1,0,0
0.23065851025548728,-0.9661748830514574,0.23065851025548728,-0.9661748830514574,0.23065851025548728,-0.9661748830514574,0.28703370516972504,-1.0,0.28703370516972504,-1.0,0.3772340170325054,-1.0,0.4899844068609809,-1.0,0.4899844068609809,-1.0,0.4899844068609809,-1.0,0.4899844068609809,-1.0,0.21938347127263974,0.003478469473431721,0.23065851025548728,0.0936787813362121,0.25320858822118236,0.2515293270960778,0.25320858822118236,0.2515293270960778,0.25320858822118236,0.4770301067530287,0.25320858822118236,0.4770301067530287,0.25320858822118236,0.4770301067530287,0.25320858822118236,0.4770301067530287,0.25320858822118236,0.4770301067530287,0.25320858822118236,0.4770301067530287	0,0,0,1,0
-0.42787853226486655,-0.9023618726275832,-0.2846900042176291,-0.9432728806410795,-0.24377899620413268,-0.9432728806410795,-0.039223956136650626,-0.9432728806410795,0.18578658793757963,-0.9432728806410795,0.3085196119780689,-0.9432728806410795,0.3085196119780689,-0.9432728806410795,0.2676086039645725,-0.0636862083509067,0.2676086039645725,-0.0636862083509067,0.2676086039645725,-0.043230704344158495,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035,0.7789962041332776,0.9590889919865035	0,0,0,0,1
0.8590517241379311,-1.0,0.8590517241379311,-1.0,0.8590517241379311,-1.0,0.8590517241379311,-1.0,0.8590517241379311,-0.9454022988505747,0.8044540229885058,-0.74066091954023,0.7362068965517242,-0.5086206896551725,0.7089080459770116,-0.42672413793103453,0.7908045977011495,0.528735632183908,0.7908045977011495,0.528735632183908,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642,0.7908045977011495,0.5423850574712642	1,0,0,0,0
-0.6207090602138434,-0.05149127743387736,-0.6207090602138434,0.2326955543050084,-0.6207090602138434,0.4789908084787094,-0.5922903770399549,0.7252860626524105,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,-0.5733445882573625,1.0,0.4592009003939225,0.261114237478897,0.4592009003939225,0.261114237478897,0.4592009003939225,0.261114237478897,0.4592009003939225,0.261114237478897	0,1,0,0,0
-0.5163079653871755,-0.6839360994009319,-0.5163079653871755,-0.6839360994009319,-0.5163079653871755,-0.6839360994009319,-0.5163079653871755,-0.6839360994009319,-0.5163079653871755,-0.6160417128910584,-0.448413578877302,-0.3444641668515642,0.026847126691812762,-0.16341246949190147,0.08342578211670737,-0.19735966274683822,0.8076325715553584,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313,0.864211226980253,-0.35577989793654313	0,0,1,0,0
0.3337480007108583,-0.9892482672827438,0.3552514661453705,-1.0,0.3552514661453705,-1.0,0.5057757241869557,-1.0,0.6885551803803093,-1.0,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.8605829038564067,-0.9462413364137195,0.2799893371245779,0.6342633730229253,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718,0.2799893371245779,0.709525502043718	0,0,0,1,0
-0.08114446529080682,-1.0,0.15806754221388358,-1.0,0.41322701688555336,-1.0,0.7481238273921199,-1.0,0.8757035647279549,-1.0,0.8757035647279549,-1.0,0.8757035647279549,-1.0,0.7002814258911818,0.7861163227016883,0.7002814258911818,0.7861163227016883,0.7002814258911818,0.7861163227016883,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677,0.7002814258911818,0.8020637898686677	0,0,0,0,1
