-0.5208307578192608,-0.6437136852515762,0.7898380516751141,-0.9749041908764989,0.7898380516751141,-0.9749041908764989,0.7898380516751141,-0.9749041908764989,0.7686982321671403,-0.862158486833972,0.7052787736432189,-0.66485350475955,0.8743973297070092,0.5119297811843243,0.8743973297070092,0.5119297811843243,0.8743973297070092,0.5119297811843243,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298,0.8743973297070092,0.533069600692298	1,0,0,0,0
-0.7279531528736525,0.20848522454044827,-0.7340417280694952,0.318079578065617,-0.7340417280694952,0.5007368339408981,-0.7279531528736525,0.7381912665787637,-0.6244473745443264,1.0,-0.6244473745443264,1.0,-0.6244473745443264,1.0,-0.6244473745443264,1.0,-0.6244473745443264,1.0,-0.6244473745443264,1.0,-0.6244473745443264,1.0,0.544559063057473,0.38505390521988675,0.544559063057473,0.38505390521988675,0.544559063057473,0.38505390521988675,0.5871790894283719,0.3667881796323586,0.5871790894283719,0.3667881796323586,0.5871790894283719,0.3667881796323586,0.5993562398200574,0.3606996044365159,0.5993562398200574,0.3606996044365159,0.5993562398200574,0.3606996044365159	0,1,0,0,0
-0.22956010403709162,-0.6955784236118966,-0.22956010403709162,-0.6955784236118966,-0.22956010403709162,-0.6955784236118966,-0.22956010403709162,-0.6955784236118966,-0.22956010403709162,-0.6807644464548231,0.11116137057559643,-0.4215198462060388,0.05931245052583955,-0.23634513174262137,0.5407667081307248,-0.45855478909872227,0.6370575596517019,-0.45855478909872227,-0.029571412416600815,0.6154585547890987,-0.029571412416600815,0.7191563948886125,-0.029571412416600815,0.7191563948886125,-0.029571412416600815,0.7191563948886125,-0.029571412416600815,0.7191563948886125,-0.029571412416600815,0.7191563948886125,-0.04438538957367421,0.7487843492027593,-0.04438538957367421,0.7487843492027593,-0.04438538957367421,0.7487843492027593,-0.04438538957367421,0.7487843492027593,-0.04438538957367421,0.7487843492027593	0,0,1,0,0
0.27214786488209053,-0.94396234740403,0.38422317007403056,-0.9750943766240133,0.44026082267000055,-0.9875471883120066,0.5710153453939305,-1.0,0.7827131440898172,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.9321468843457371,-1.0,0.19743099475413056,0.6686767661911065,0.19743099475413056,0.6686767661911065,0.19743099475413056,0.6686767661911065,0.19743099475413056,0.6686767661911065,0.19743099475413056,0.6686767661911065,0.19743099475413056,0.6686767661911065	0,0,0,1,0
-0.10324912305566387,-0.8891684087446409,-0.016511355986252398,-0.9277185274421571,0.06058888140878003,-0.9614498813024838,0.10395776494348577,-0.9807249406512418,0.18105800233851818,-1.0,0.3159834177798249,-1.0,0.40753994968642593,-0.990362470325621,0.40753994968642593,-0.990362470325621,0.40753994968642593,-0.990362470325621,0.40753994968642593,-0.990362470325621,0.18587676717570772,-0.045884562236473705,0.4364525387095631,0.6142862204584915,0.4364525387095631,0.6142862204584915,0.4364525387095631,0.6142862204584915,0.4364525387095631,0.6142862204584915,0.4364525387095631,0.6191049852956809,0.4364525387095631,0.6191049852956809,0.4364525387095631,0.6191049852956809,0.4364525387095631,0.6191049852956809,0.4364525387095631,0.6191049852956809	0,0,0,0,1
-0.242438097917839,-0.6735368598761958,0.9609946539110861,-1.0,0.9609946539110861,-1.0,0.9609946539110861,-1.0,0.9225872256612268,-0.9039814293753518,0.8521736072031514,-0.7503517163759145,0.7881612267867192,-0.6287281935846933,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886,0.8969822734946539,0.5683033202025886	1,0,0,0,0
-0.9915984772239964,0.17787599002319177,-0.9983371986172489,0.3867763532140201,-0.9983371986172489,0.6563252089441212,-0.9376887060779762,0.9797838358202424,-0.9309499846847237,1.0,-0.9309499846847237,1.0,-0.9309499846847237,1.0,0.34266835864000383,0.5215507810790706,0.6054784929768524,0.5215507810790706,0.6796044283026301,0.5148120596858181,0.6796044283026301,0.5148120596858181,0.7604690850216604,0.49459589550606053,0.7604690850216604,0.49459589550606053,0.7604690850216604,0.49459589550606053,0.7604690850216604,0.49459589550606053,0.7604690850216604,0.49459589550606053,0.8009014133811756,0.47437973132630296,0.8009014133811756,0.47437973132630296,0.8009014133811756,0.47437973132630296,0.8009014133811756,0.47437973132630296	0,1,0,0,0
-0.407581849511775,-0.5740379092475588,-0.407581849511775,-0.5740379092475588,-0.407581849511775,-0.5740379092475588,-0.407581849511775,-0.5740379092475588,-0.407581849511775,-0.5740379092475588,-0.1298104537622058,-0.29626651349798966,-0.1298104537622058,-0.29626651349798966,-0.18678920160827125,0.21654221711659966,-0.1582998276852385,0.45870189546237794,-0.15117748420448032,0.5940264215967834,-0.15117748420448032,0.7293509477311889,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.1582998276852385,0.7649626651349799,-0.17254451464675488,0.7863296955772544	0,0,1,0,0
0.410757785239318,-0.9032523536770031,0.4814668510105999,-0.938606886562644,0.5227138060438477,-0.9444993087102509,0.7466258476529067,-0.9209296201198236,1.0,-0.643985779182303,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,1.0,-0.6204160905918757,0.2045230100730793,0.505036539601027,0.18095332148265203,0.5521759167818815,0.18095332148265203,0.5521759167818815,0.18095332148265203,0.5521759167818815	0,0,0,1,0
-0.2757632593518809,-0.9522246535375638,-0.22798791288944473,-0.9658747525268313,-0.11196207148067114,-0.9931749505053662,0.010888819422736177,-1.0,0.17469000729394593,-1.0,0.3521412941544232,-0.9863499010107325,0.3521412941544232,-0.9863499010107325,0.434041888090028,-0.0035427737834739445,0.434041888090028,-0.0035427737834739445,0.434041888090028,-0.0035427737834739445,0.434041888090028,-0.0035427737834739445,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799,0.4545170365739293,0.6789621756799	0,0,0,0,1
-0.16227771237375313,-0.5781646942189727,-0.11326600161100449,-0.5641613482867588,0.866968213643968,-0.6131730590495074,0.866968213643968,-0.6131730590495074,0.8459631947456472,-0.5291529834562241,0.7829481380506846,-0.403122870066299,0.8879732325422889,0.43007621290042763,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944,1.0,0.5981163640869944	1,0,0,0,0
-0.9764030612244897,0.1632653061224486,-1.0,0.2812499999999996,-1.0,0.5880102040816322,-1.0,0.918367346938775,-1.0,0.9655612244897954,-1.0,0.9655612244897954,-1.0,0.9655612244897954,-1.0,0.9655612244897954,0.2742346938775508,0.446428571428571,0.46301020408163235,0.4228316326530608,0.5573979591836732,0.3992346938775506,0.5573979591836732,0.3992346938775506,0.5573979591836732,0.3992346938775506,0.5573979591836732,0.3992346938775506,0.5573979591836732,0.3992346938775506,0.6045918367346935,0.3756377551020404,0.6989795918367344,0.32844387755102,0.6989795918367344,0.32844387755102,0.6989795918367344,0.32844387755102,0.6989795918367344,0.32844387755102	0,1,0,0,0
-0.4774774774774775,-0.44164619164619145,-0.4774774774774775,-0.44164619164619145,-0.4774774774774775,-0.44164619164619145,-0.4774774774774775,-0.44164619164619145,-0.4774774774774775,-0.44164619164619145,-0.44144144144144143,-0.22542997542997525,-0.02702702702702703,-0.06326781326781308,-0.02702702702702703,-0.06326781326781308,-0.02702702702702703,-0.06326781326781308,-0.27927927927927926,0.6934889434889436,-0.27927927927927926,0.7835790335790338,-0.27927927927927926,0.7835790335790338,-0.2972972972972973,0.8376330876330879,-0.2972972972972973,0.8376330876330879,-0.2972972972972973,0.8376330876330879,-0.3153153153153153,0.8736691236691239,-0.3153153153153153,0.8736691236691239,-0.3153153153153153,0.8736691236691239,-0.3153153153153153,0.8736691236691239,-0.3153153153153153,0.8736691236691239	0,0,1,0,0
0.22055427251732085,-0.9879277766113794,0.2688431660718033,-1.0,0.4619987402897332,-1.0,0.691370984673525,-0.9637833298341382,0.9690321226117992,-0.8189166491706907,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.9811043460004198,-0.7826999790048289,0.0032542515221497207,0.6780390510182659,0.0032542515221497207,0.6780390510182659	0,0,0,1,0
-0.16845012081463578,-0.9288919571971004,-0.04993671614313654,-0.9762973190657002,0.00931998619261308,-0.98814865953285,0.09227936946266255,-1.0,0.28190081693706137,-1.0,0.47152226441146017,-1.0,0.47152226441146017,-1.0,0.47152226441146017,-1.0,0.47152226441146017,-1.0,0.23449545506846164,-0.13485214589805547,0.23449545506846164,-0.13485214589805547,0.5307789667472098,0.8725117938096881,0.5307789667472098,0.8725117938096881,0.5307789667472098,0.8725117938096881,0.5307789667472098,0.8725117938096881,0.5307789667472098,0.8843631342768381,0.5307789667472098,0.8843631342768381,0.5307789667472098,0.8843631342768381,0.5307789667472098,0.8843631342768381,0.5307789667472098,0.8843631342768381	0,0,0,0,1
-0.3214039917412262,-0.4411562284927744,-0.2479926588667136,-0.4044505620555181,0.981647166781372,-0.4778618949300307,0.981647166781372,-0.4778618949300307,0.981647166781372,-0.4778618949300307,0.981647166781372,-0.4411562284927744,0.9449415003441156,-0.38609772883689,0.9082358339068594,-0.33103922918100553,0.9082358339068594,-0.33103922918100553,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016,0.6512961688460653,0.40307409956412016	1,0,0,0,0
-0.8730548730548726,0.10810810810810838,-0.8730548730548726,0.28648648648648667,-0.8730548730548726,0.6270270270270271,-0.8730548730548726,0.9027027027027027,-0.8730548730548726,0.9999999999999999,-0.8730548730548726,0.9999999999999999,-0.8730548730548726,0.9999999999999999,-0.8730548730548726,0.9999999999999999,0.4728910728910728,0.4486486486486488,0.4728910728910728,0.4486486486486488,0.7485667485667483,0.41621621621621635,0.7485667485667483,0.41621621621621635,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013,0.8134316134316132,0.40000000000000013	0,1,0,0,0
-0.4344463540387917,-0.6020132580407562,-0.4344463540387917,-0.6020132580407562,-0.4344463540387917,-0.6020132580407562,-0.4344463540387917,-0.6020132580407562,-0.4344463540387917,-0.6020132580407562,-0.37920451755462775,-0.5025779523692611,-0.2576724772894669,-0.2484655045421066,0.018536705131353116,-0.1379818315737786,0.018536705131353116,-0.1379818315737786,-0.0919469678369749,0.3923397986741959,-0.0919469678369749,0.5580653081266879,-0.0919469678369749,0.7458875521728455,-0.0919469678369749,0.7458875521728455,-0.0919469678369749,0.7458875521728455,-0.0919469678369749,0.7458875521728455,-0.0919469678369749,0.7458875521728455,-0.11404370243064049,0.7900810213601767,-0.11404370243064049,0.7900810213601767,-0.11404370243064049,0.7900810213601767,-0.1471888043211389,0.8453228578443407	0,0,1,0,0
0.2982846251588307,-1.0,0.2982846251588307,-1.0,0.4326556543837354,-1.0,0.6715374841168993,-1.0,0.8954891994917403,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.970139771283354,-1.0,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333,0.19377382465057152,0.5975222363405333	0,0,0,1,0
